departure region,arrival region
'Pacific/Auckland','Pacific/Auckland'
'Asia/Kolkata','Asia/Hong_Kong'
'Asia/Shanghai','Pacific/Auckland'
'Asia/Bangkok','Asia/Seoul'
'Asia/Novosibirsk','Asia/Rangoon'
'Australia/Melbourne','Australia/Perth'
'Asia/Singapore','Asia/Tokyo'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Asia/Makassar','Asia/Tokyo'
'Australia/Perth','Asia/Hong_Kong'
'Australia/Perth','Asia/Hong_Kong'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Australia/Adelaide'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Bangkok','Asia/Seoul'
'Asia/Bangkok','Asia/Tokyo'
'Asia/Singapore','Asia/Shanghai'
'Asia/Jakarta','Asia/Jayapura'
'Asia/Hong_Kong','Asia/Almaty'
'Asia/Kolkata','Asia/Kuala_Lumpur'
'Asia/Kolkata','Asia/Kuala_Lumpur'
'Asia/Kolkata','Asia/Singapore'
'Asia/Dhaka','Asia/Kuwait'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Singapore','Asia/Seoul'
'Asia/Singapore','Asia/Dubai'
'Asia/Singapore','Australia/Brisbane'
'+8','Asia/Kuching'
'Asia/Kuala_Lumpur','Asia/Tokyo'
'Asia/Bangkok','Asia/Tokyo'
'Asia/Bangkok','Asia/Seoul'
'Asia/Bangkok','Asia/Manila'
'Australia/Perth','Asia/Singapore'
'Australia/Perth','Australia/Melbourne'
'Australia/Perth','Australia/Adelaide'
'Australia/Perth','Asia/Makassar'
None,'Australia/Perth'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Ho_Chi_Minh','Asia/Kuala_Lumpur'
'America/Santiago','America/Santiago'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Europe/Madrid','Europe/Rome'
'Europe/Madrid','Europe/Rome'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Ho_Chi_Minh'
'Asia/Shanghai','Asia/Ho_Chi_Minh'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
None,'Asia/Shanghai'
None,'Asia/Shanghai'
None,'Asia/Shanghai'
'Africa/Johannesburg','Africa/Johannesburg'
'Europe/Riga','Atlantic/Reykjavik'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Bangkok','Asia/Bangkok'
'Asia/Bangkok','Asia/Kolkata'
'Asia/Bangkok','Europe/Oslo'
'Asia/Bangkok','Europe/Amsterdam'
'Asia/Bangkok','Asia/Bangkok'
'Asia/Bangkok','Asia/Irkutsk'
'Asia/Shanghai','+8'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','+8'
'Asia/Shanghai','+8'
'Asia/Shanghai','+8'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
None,'Asia/Shanghai'
None,'Asia/Shanghai'
'Asia/Dhaka','Asia/Dhaka'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'America/New_York','America/Guatemala'
'America/New_York','America/Chicago'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Manila','Asia/Manila'
'Asia/Manila','Asia/Manila'
'Europe/Madrid','Europe/Madrid'
'Europe/Madrid','Europe/Madrid'
'Europe/Madrid','Europe/Madrid'
'Asia/Kolkata','Asia/Kolkata'
'Europe/Rome','America/New_York'
'Europe/Athens','Europe/Athens'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Europe/Budapest','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Seoul','Asia/Kuching'
'Asia/Dubai','Asia/Karachi'
'Asia/Dubai','Africa/Nairobi'
'Asia/Dubai','Asia/Makassar'
'Asia/Dubai','Europe/Moscow'
'Asia/Dubai','Asia/Shanghai'
'Asia/Dubai','Africa/Lusaka'
'Asia/Dubai','Asia/Manila'
'Asia/Dubai','Africa/Luanda'
'Asia/Dubai','Europe/Vilnius'
'Asia/Dubai','Asia/Ho_Chi_Minh'
'Asia/Dubai','Europe/Rome'
'Asia/Dubai','Asia/Kabul'
'Asia/Dubai','Africa/Algiers'
'Asia/Dubai','Asia/Kolkata'
'Africa/Johannesburg','Africa/Harare'
'Europe/Oslo','Europe/Oslo'
'Australia/Sydney','Australia/Sydney'
'Pacific/Auckland','Australia/Brisbane'
'Asia/Bangkok','Asia/Tokyo'
'Asia/Tokyo','Asia/Ho_Chi_Minh'
'Asia/Singapore','Asia/Kolkata'
'Asia/Singapore','Asia/Tokyo'
'Asia/Singapore','Asia/Tokyo'
'Asia/Singapore','Asia/Tokyo'
'Asia/Singapore','Asia/Tokyo'
'Asia/Singapore','Asia/Shanghai'
'Australia/Melbourne','Asia/Bangkok'
'Australia/Melbourne','Asia/Singapore'
'Australia/Melbourne','Asia/Ho_Chi_Minh'
'Australia/Melbourne','Asia/Hong_Kong'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Singapore'
'Asia/Tokyo','Asia/Singapore'
'Australia/Darwin','Australia/Sydney'
'Asia/Hong_Kong','Asia/Seoul'
'Asia/Colombo','Asia/Kuala_Lumpur'
'Asia/Singapore','Asia/Tokyo'
'Asia/Tokyo','Asia/Jakarta'
'Asia/Colombo','Asia/Kuala_Lumpur'
'Australia/Perth','Asia/Singapore'
'Asia/Bishkek','Asia/Krasnoyarsk'
'Asia/Bangkok','Asia/Taipei'
'Asia/Jakarta','Asia/Shanghai'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Manila','Asia/Manila'
'Asia/Taipei','Asia/Seoul'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Australia/Sydney','Australia/Sydney'
'Asia/Bangkok','Asia/Seoul'
'Asia/Taipei','Asia/Seoul'
None,'Asia/Krasnoyarsk'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Tokyo','Asia/Singapore'
'Asia/Bangkok','Asia/Tokyo'
'Asia/Kolkata','Asia/Dubai'
'Australia/Sydney','Australia/Adelaide'
'Asia/Colombo','Asia/Kuala_Lumpur'
'Asia/Taipei','Asia/Tokyo'
'Pacific/Auckland','Australia/Brisbane'
'Asia/Bangkok','Asia/Tokyo'
'Pacific/Auckland','Australia/Melbourne'
'Asia/Almaty',None
'Asia/Tokyo','Asia/Singapore'
'Asia/Tokyo','Asia/Singapore'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Tokyo','Asia/Kuala_Lumpur'
'Asia/Makassar','Asia/Seoul'
'Asia/Makassar','Asia/Shanghai'
'Asia/Makassar','Asia/Seoul'
'Asia/Krasnoyarsk','Asia/Bangkok'
'Asia/Singapore','Asia/Taipei'
'Australia/Melbourne','Asia/Singapore'
'Asia/Macau','Asia/Seoul'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Asia/Ho_Chi_Minh','Asia/Seoul'
None,'Asia/Bangkok'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Manila','Asia/Manila'
'Australia/Melbourne','Australia/Brisbane'
'Australia/Darwin','Australia/Sydney'
'Asia/Seoul','Asia/Manila'
'Asia/Manila','Asia/Manila'
'Asia/Manila','Asia/Seoul'
'Asia/Manila','Asia/Seoul'
'Pacific/Auckland','Australia/Brisbane'
'Pacific/Auckland','Australia/Brisbane'
'Asia/Shanghai','Asia/Singapore'
'Asia/Shanghai','Asia/Singapore'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Australia/Melbourne','Asia/Manila'
'Australia/Melbourne','Asia/Singapore'
'Asia/Manila','Asia/Seoul'
'Australia/Perth',None
'Asia/Manila','Asia/Seoul'
'Asia/Manila','Asia/Seoul'
'Asia/Tokyo','Asia/Seoul'
'Asia/Tokyo','Asia/Seoul'
'Asia/Tokyo','Asia/Manila'
'Asia/Tokyo','Asia/Hong_Kong'
'Asia/Tokyo','Asia/Manila'
'Asia/Singapore','Asia/Tokyo'
'Asia/Singapore','Asia/Taipei'
'Pacific/Auckland','Australia/Melbourne'
'Pacific/Auckland','Australia/Melbourne'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Asia/Singapore','Australia/Perth'
'Australia/Melbourne','Asia/Singapore'
'Asia/Hong_Kong','Asia/Seoul'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Europe/Moscow','Europe/Moscow'
'Africa/Maputo','Africa/Maputo'
'Australia/Sydney','Australia/Perth'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Jakarta','Asia/Hong_Kong'
'Asia/Jakarta','Asia/Hong_Kong'
'Asia/Jakarta','Asia/Hong_Kong'
'Asia/Jakarta','Asia/Hong_Kong'
'Asia/Jakarta','Asia/Hong_Kong'
'Asia/Bishkek','Europe/Istanbul'
'Asia/Bishkek','Europe/Istanbul'
'Asia/Bishkek','Europe/Moscow'
'Asia/Kolkata','Asia/Kolkata'
None,None
None,None
None,None
None,None
None,None
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
None,'Asia/Shanghai'
None,'Asia/Shanghai'
None,'Asia/Shanghai'
None,'Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Kuala_Lumpur'
None,'Asia/Shanghai'
'Africa/Casablanca','Asia/Riyadh'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','+8'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Tbilisi'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Samarkand','Europe/Istanbul'
'Asia/Samarkand','Europe/Istanbul'
'Asia/Seoul','Asia/Seoul'
'Asia/Seoul','Asia/Seoul'
'Asia/Seoul','Asia/Seoul'
'Asia/Seoul','Asia/Seoul'
'Asia/Seoul','Asia/Seoul'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Seoul','Pacific/Saipan'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Bangkok'
'Asia/Seoul','Asia/Shanghai'
'Asia/Seoul','Asia/Macau'
'Asia/Seoul','Asia/Kuala_Lumpur'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Africa/Nairobi','Africa/Cairo'
'Africa/Nairobi','Africa/Cairo'
'Africa/Nairobi','Africa/Cairo'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Australia/Perth'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Manila','Asia/Qatar'
'Asia/Manila','Asia/Manila'
'Asia/Jakarta','Asia/Jakarta'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Singapore','Asia/Seoul'
'Asia/Singapore','Asia/Seoul'
'Asia/Singapore','Asia/Tokyo'
'Asia/Singapore','Asia/Tokyo'
'Asia/Singapore','Asia/Tokyo'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Riyadh','Asia/Riyadh'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Yekaterinburg','Asia/Yekaterinburg'
'Africa/Lagos','Africa/Casablanca'
'Asia/Shanghai',None
'Asia/Hong_Kong','America/Anchorage'
'Asia/Shanghai','Asia/Shanghai'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Pacific/Majuro','Pacific/Honolulu'
'Australia/Brisbane','Australia/Brisbane'
'Pacific/Auckland','Australia/Melbourne'
'Pacific/Norfolk','Australia/Brisbane'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Europe/Berlin','Europe/Warsaw'
'Europe/Berlin','Europe/Warsaw'
'Asia/Tashkent','Europe/Moscow'
'Europe/Madrid','Asia/Jerusalem'
'Europe/Madrid','Europe/Bucharest'
'Europe/Madrid','America/New_York'
'Europe/Madrid','America/New_York'
'Europe/Madrid','Europe/Istanbul'
'Europe/Madrid','America/Caracas'
'America/Sao_Paulo','America/Santiago'
'America/Sao_Paulo','America/Fortaleza'
'America/Sao_Paulo','America/Fortaleza'
'Asia/Kolkata','Asia/Qatar'
'Asia/Kolkata','Asia/Dubai'
'Asia/Kolkata','Asia/Kolkata'
'Asia/Kolkata','Asia/Kolkata'
'America/Chicago','America/Panama'
'Asia/Seoul','Pacific/Honolulu'
'Africa/Bujumbura','Africa/Dar_es_Salaam'
'Africa/Bujumbura','Africa/Dar_es_Salaam'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Africa/Addis_Ababa','Africa/Nairobi'
'Asia/Kabul','Asia/Dubai'
'Asia/Kabul','Asia/Dubai'
'America/Chicago','America/New_York'
'America/Chicago','America/Los_Angeles'
'America/Chicago','America/Los_Angeles'
'America/Chicago','America/Los_Angeles'
'Europe/Moscow','Asia/Almaty'
'Europe/Moscow','Europe/Moscow'
'Europe/Moscow','Europe/Moscow'
'Europe/Moscow','Asia/Yerevan'
'Europe/Moscow','Europe/Moscow'
'Europe/Warsaw','Africa/Casablanca'
'America/Mexico_City','America/Chicago'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'America/Belem','America/Santarem'
'Europe/London','Europe/London'
'Europe/London','Europe/London'
'+1','Atlantic/Madeira'
'Asia/Beirut','Europe/Paris'
'Europe/London','Atlantic/Canary'
'Africa/Johannesburg',None
'Europe/London','Atlantic/Canary'
'Europe/Berlin','Africa/Cairo'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Yekaterinburg','Asia/Yekaterinburg'
'Africa/Johannesburg','Africa/Johannesburg'
'Africa/Johannesburg','Indian/Mauritius'
'Africa/Johannesburg','Indian/Mauritius'
'Africa/Johannesburg','Asia/Qatar'
'America/Barbados','America/New_York'
'America/Barbados','America/New_York'
'Asia/Shanghai',None
'Asia/Shanghai',None
'Asia/Shanghai',None
'Asia/Shanghai',None
'Asia/Shanghai',None
'Australia/Sydney','Asia/Taipei'
'Australia/Sydney','Asia/Hong_Kong'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'Europe/Rome','Europe/Paris'
'America/Tijuana','America/Mexico_City'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','+8'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Dhaka','Asia/Riyadh'
'Asia/Dhaka','Asia/Dhaka'
'Europe/Moscow','Europe/Kaliningrad'
'America/Chicago','America/Los_Angeles'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
None,'Asia/Shanghai'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Noumea','Asia/Singapore'
'Pacific/Noumea','Asia/Singapore'
'Asia/Almaty','Asia/Seoul'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Kolkata','Asia/Kolkata'
'Asia/Kuala_Lumpur','Asia/Shanghai'
'Asia/Manila','Asia/Manila'
'Asia/Singapore','Asia/Seoul'
'Asia/Singapore','Asia/Seoul'
'Australia/Melbourne','Asia/Kuala_Lumpur'
'Australia/Melbourne','Asia/Hong_Kong'
'Australia/Sydney','Australia/Perth'
'Australia/Sydney','Australia/Perth'
'Australia/Sydney','Australia/Perth'
'Australia/Brisbane','Australia/Brisbane'
'Asia/Dubai','Africa/Cairo'
'Australia/Sydney','Australia/Sydney'
None,'Australia/Melbourne'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Australia/Brisbane','Australia/Brisbane'
'Australia/Perth','Australia/Perth'
'Asia/Tokyo','Asia/Tokyo'
'Pacific/Noumea','Pacific/Noumea'
'Australia/Brisbane','Australia/Brisbane'
'Australia/Sydney','Australia/Brisbane'
'Asia/Hong_Kong','Asia/Tokyo'
'Australia/Melbourne','Australia/Melbourne'
'Australia/Brisbane','Australia/Sydney'
'Asia/Hong_Kong','Asia/Ho_Chi_Minh'
'Australia/Brisbane','Australia/Brisbane'
'Pacific/Auckland','Pacific/Auckland'
'Australia/Melbourne','Australia/Brisbane'
'Australia/Sydney','Australia/Adelaide'
'Australia/Sydney','Australia/Sydney'
'Australia/Melbourne','Australia/Brisbane'
'Australia/Sydney','Australia/Melbourne'
'Australia/Melbourne','Australia/Brisbane'
'Pacific/Fiji','Pacific/Fiji'
'Australia/Sydney','Australia/Melbourne'
'Asia/Dubai','Europe/Paris'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Asia/Yerevan','Europe/Moscow'
'Asia/Yerevan','Europe/Moscow'
'Australia/Brisbane','Asia/Hong_Kong'
'Australia/Sydney','Australia/Melbourne'
'Asia/Jakarta',None
'Asia/Jakarta',None
'Asia/Kolkata','Asia/Kolkata'
'Asia/Kolkata','Asia/Kolkata'
'Asia/Seoul','Asia/Seoul'
'Asia/Shanghai','Asia/Shanghai'
'Australia/Perth','Australia/Perth'
'Australia/Melbourne','Asia/Bangkok'
'Australia/Brisbane','Australia/Brisbane'
'Australia/Brisbane','Australia/Brisbane'
'Australia/Brisbane','Australia/Brisbane'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Hong_Kong','Asia/Singapore'
'Asia/Manila','Asia/Dubai'
'Asia/Tokyo','Asia/Tokyo'
None,None
'Europe/Moscow','Asia/Baku'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Kuching','Asia/Kuala_Lumpur'
'Australia/Sydney','Australia/Melbourne'
'Australia/Sydney','Australia/Melbourne'
'Australia/Sydney','Australia/Melbourne'
'Australia/Sydney','Australia/Melbourne'
'Australia/Brisbane','Australia/Sydney'
'Australia/Brisbane','Australia/Brisbane'
'Australia/Brisbane','Australia/Brisbane'
'Asia/Singapore','Asia/Taipei'
'Australia/Melbourne','Australia/Brisbane'
'Asia/Seoul','Asia/Seoul'
'Pacific/Fiji','Australia/Melbourne'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Baku','Europe/Istanbul'
'Asia/Almaty','Asia/Seoul'
'Asia/Ho_Chi_Minh','Asia/Seoul'
'Asia/Hong_Kong','Asia/Tokyo'
'Asia/Kolkata','Asia/Bangkok'
'Asia/Kolkata','Asia/Bangkok'
'Europe/Istanbul','Asia/Amman'
'Asia/Manila','Asia/Manila'
'Asia/Manila','Asia/Manila'
'Asia/Manila','Asia/Shanghai'
'Asia/Manila','Asia/Dubai'
'Asia/Shanghai','Asia/Shanghai'
'Australia/Melbourne','Australia/Sydney'
'Asia/Kolkata','Europe/Berlin'
'Asia/Seoul','Asia/Seoul'
'America/Lima','America/Lima'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/Chicago'
'Atlantic/Azores','Europe/Lisbon'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/Chicago'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'Africa/Casablanca','Europe/London'
'Africa/Casablanca','Europe/Paris'
'Africa/Casablanca','Europe/Rome'
'Africa/Casablanca','Europe/Rome'
'America/Chicago','America/Chicago'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'America/New_York','America/New_York'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'America/New_York','America/New_York'
'America/New_York','America/New_York'
'America/New_York','America/Chicago'
'America/New_York','America/Chicago'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'Asia/Shanghai','Asia/Shanghai'
'America/Chicago','America/Chicago'
'America/Chicago','America/Chicago'
'Asia/Ho_Chi_Minh','Asia/Ho_Chi_Minh'
'Asia/Ho_Chi_Minh','Asia/Ho_Chi_Minh'
'Asia/Ho_Chi_Minh','Asia/Ho_Chi_Minh'
'Asia/Ho_Chi_Minh','Asia/Ho_Chi_Minh'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Cuiaba'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Cuiaba'
'America/Sao_Paulo','America/Recife'
'America/Sao_Paulo','America/Recife'
'America/Sao_Paulo','America/Recife'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Argentina/Rio_Gallegos','America/Argentina/Ushuaia'
'Europe/Rome','Europe/Paris'
'Europe/Rome','Europe/Amsterdam'
'Europe/Rome','Europe/London'
'Europe/Rome','Europe/Madrid'
'Europe/Rome','Europe/London'
'America/Detroit','America/New_York'
'Europe/Sofia','Europe/Istanbul'
'Europe/Sofia','Europe/Copenhagen'
'Europe/Sofia','Europe/Rome'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Bahia'
'America/Sao_Paulo','America/Recife'
'America/Sao_Paulo','America/Cuiaba'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'America/Sao_Paulo','America/Sao_Paulo'
'Asia/Dubai','Asia/Riyadh'
'Asia/Dubai','Asia/Riyadh'
'Asia/Dubai','Asia/Riyadh'
'Asia/Dubai','Asia/Riyadh'
'Asia/Dubai','Asia/Riyadh'
'Asia/Dubai','Asia/Kolkata'
'Asia/Dubai','Asia/Karachi'
'Asia/Dubai','Asia/Riyadh'
'America/New_York','America/New_York'
'Asia/Pontianak','Asia/Jakarta'
'Asia/Pontianak','Asia/Jakarta'
'Asia/Kolkata','Asia/Kolkata'
'Asia/Kolkata','Asia/Kolkata'
'Asia/Kolkata','Asia/Kolkata'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Pacific/Auckland','Asia/Singapore'
'Asia/Jakarta','Asia/Makassar'
'Asia/Omsk',None
'Asia/Tokyo','Asia/Shanghai'
'Asia/Singapore','Asia/Taipei'
'Australia/Sydney','Australia/Melbourne'
'Pacific/Noumea','Asia/Tokyo'
'Pacific/Noumea','Asia/Tokyo'
'Pacific/Noumea','Asia/Tokyo'
'Asia/Hong_Kong','Asia/Tokyo'
'Asia/Hong_Kong','Asia/Tokyo'
'Asia/Hong_Kong','Asia/Seoul'
'Asia/Tashkent','Asia/Krasnoyarsk'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Pacific/Auckland','Pacific/Auckland'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Tokyo','Asia/Bangkok'
'Asia/Seoul','Asia/Ho_Chi_Minh'
'Asia/Ho_Chi_Minh','Asia/Tokyo'
'Asia/Shanghai','Asia/Kuala_Lumpur'
'Pacific/Auckland','Pacific/Auckland'
'Australia/Melbourne','Australia/Sydney'
'Pacific/Auckland','Pacific/Auckland'
'Asia/Manila','Asia/Manila'
